id,predicted_price
2591820310,396553.9521556038
7974200820,951223.2119604021
7701450110,1225626.1229655577
9522300010,2142464.8563991454
9510861140,753755.3426763108
1761300310,288805.3199186121
7732410120,857143.672371108
7010701383,651406.2993533959
291310170,435073.4192639456
4232901990,578294.2978439574
6840701125,631274.5138595692
3971700580,422511.9899113302
4202400078,276694.88277960476
6064800090,378554.82352710515
2626119028,282649.34946774546
3303980660,1036515.6014512966
862000020,729549.0251607989
2386000070,1046022.0749267451
1138000450,414710.05231437343
1775800420,493523.81430031406
2291401425,425382.1056049757
2025770560,923778.0965945642
3525069037,806504.5674973009
9324800450,622275.7166578518
8080400136,547895.0627656588
8651540040,578087.3073281519
9407001790,269192.0036545235
1773101530,259195.159155657
9432900250,370837.65075716714
1794500695,586037.1925592197
2220069003,386143.5664836606
923000120,509055.0869736939
5728000060,589878.8128567159
16000200,251277.82731740136
1926059094,465234.0295990316
6672900220,1046680.8724751072
3629860060,925868.6711144496
1822069109,451570.41164021334
6675500105,401104.6808773377
249000180,1554242.0443310745
226059065,520741.3203472197
396100110,320849.55500590074
9264450460,334932.24012406665
7853361210,370495.6454317938
9474700020,312550.61928001384
421000455,249664.5640596163
3755200220,468303.7921182099
7960100075,476570.6709175686
9477100490,432941.715936238
9138100350,880976.1794911965
1624049275,469715.02651240485
2770606890,531999.220648103
1157200189,480462.8883157837
2770601800,533400.3020215279
9301300805,536168.2222310721
2325069032,1167667.1621507984
1021079099,360783.9177068762
7215730040,811852.6190865505
1853200080,505088.14390520117
3224600340,753856.728951974
3222049120,437989.44227509835
2113700025,310511.8447864195
7893207925,246881.88650111068
3586501085,602343.2441394492
8024200010,448935.13510371285
7116500705,193258.77975838387
1598600209,348514.6436522331
7204200025,810081.1253728815
4206901505,553141.9205156469
2937300440,880797.8968351315
7205000180,339680.9633110421
8718500665,427411.1272322893
5318101765,839538.7785868794
4122700020,1029951.4549674543
8078700020,568951.7502430112
3303980680,946948.2272665325
8924100372,1375754.7266511982
2781270210,228440.64811840473
519000043,579697.0086217579
3225069301,1730623.585186087
151000075,776367.6833468578
2297400020,468206.63236031507
6617500085,673966.7402616274
104510180,252919.4982285304
3528900060,979520.3645668111
3345100286,588650.2321519604
1226039130,449191.32832377753
8712100720,796286.1644985538
3037200010,399531.72503346053
3626039268,437776.0252150342
104510230,247614.94139731146
5112800060,423178.15555029386
6072400280,666485.0130831415
5317100570,1160477.6166924275
9528102993,556603.1541472286
2919201095,493705.6173653999
6181400920,278664.9023319389
185000161,278219.506580141
8691400010,798698.8170685782
3345700165,606969.1851319388
6151800486,258257.00900521415
4340000080,1338770.423499813
4136960010,558881.9241178196
3634100030,405162.59021081467
1624059224,1138157.6635222512
2788400090,304177.6686969418
9828200762,470624.14957725443
7524400250,637587.3785969854
3528000290,832036.9955766611
5700003630,2025327.6875394718
2720069019,366863.3994432636
7227501170,271291.31664621556
2397101270,610584.4088798295
6792100090,824966.9112660593
2770602265,579277.7339072461
3971700937,335525.32522059453
422049203,261952.7855224514
3076500830,336029.50669973757
1423400260,315581.5807472089
9161100795,484628.66731328826
3126049052,510185.8376941188
5100401468,445007.5855854489
514500235,448743.1335505215
1423200170,244405.9177796276
1402100070,443139.7761429062
624110020,756884.5620000875
2407000145,236602.71622743277
1890000225,864437.8946724549
1320069271,343823.32889747847
5490700085,383438.94661018415
263000155,501487.251954126
3726800201,448024.97650021163
5153200358,342014.9518739686
2725079018,823062.3489036731
7165700200,290959.887043366
9429000170,608917.668638905
8718500075,390709.78208832315
1760650950,310477.85317056265
1068000559,1367723.3507772896
4113800500,708011.3624649406
4077800507,584782.8068443179
2725069150,838113.9377045038
4008400035,726471.5790591431
7016310270,467042.0379769878
1432701230,254404.43800419886
3278606050,358687.18526294525
2473350710,436534.89475220983
2185000685,208146.16660624478
7792000025,435892.67155640776
6868200029,516029.10560499027
624069003,828531.3098029377
7431500280,876823.1306564368
3296000040,623700.4552671184
1118001215,1558446.7755103437
6453900040,683094.5357246115
333100209,832062.7722765348
34001765,646654.4957236461
8946700100,419571.0628888166
5561401210,631773.3525841187
6671900095,387599.2242224914
3275850020,771859.5292624374
3876300600,460448.9817473315
1450900020,281230.53723222844
8562780280,319360.2905490919
7663700973,317319.52006380574
2126049032,401243.00907114416
1823059159,194347.90771163354
3438503426,307441.6726613328
9297301495,599483.4459947569
7140700850,392071.9429130949
7942601805,795868.8088450634
2555900030,391249.6006858926
2887970040,293466.13364059245
7419700010,727066.5758464717
2239000011,400419.4187732732
9283800050,354761.0665143784
9407001340,279601.4425797028
217500140,636721.8854563375
7212660520,264653.5697696813
3298201170,376940.1351789499
3057000400,346899.4341767169
6865200444,495029.41083101305
6071600340,557397.2212568362
6821600005,755018.6183139754
1235100371,894094.6384575248
7796450340,376458.7164900268
3603000410,189967.35915555627
9297300255,584881.6031731206
9126100850,562093.1490173762
2770601462,526320.1512859386
2599001500,242011.0002108379
1102000095,790218.0401093785
1853080640,991707.8075936461
9551201585,1042245.5613106117
3438500796,353600.14625297626
7518504291,550629.5262080741
9269200340,488610.56225010136
715010130,1504096.4851946658
1982201485,667340.5405366917
9526500080,430430.4195676305
9277200180,488487.3509788522
6669150280,324235.85334525286
8917100153,632133.9604644522
3760500516,1093586.0313872052
2725069050,1046707.1234894962
3332000091,335517.0105510594
8562770080,569909.6627187355
8151601190,292389.8178589318
8563040160,654570.5144147007
240000269,651408.2101711533
4307350200,335490.23459105595
1311910300,293601.5145195746
3574900030,545451.6952862805
7853230570,448963.5422935716
320069049,406431.004760768
9839301060,677856.8620962045
